110CLL	1228CLL	NC11_35	NC15_63	NC15_67
CAB39	2.42514	4.81156	0.10236	0	0
CAB39P1	0	0	0	0	0
CABCOCO1	265.00376	331.10356	316.15964	170.31966	208.18004
CABIN1	3279.96104	1339.31092	385.81499	494.97427	551.65346
CABLES1	34.47982	24.94202	4.34153	3.30153	16.10416
CABP1	6.20339	11.98444	1.91852	0.3521	24.81966
CABP4	3.80589	0	0	1.52912	0
CABP7	0	0	0	0	0
CABS1	80.47748	68.90726	55.9766	50.0284	38.24632
CABYR	19948.53334	7626.62085	3977.64868	2062.46566	2675.53762
CACFD1	0	0	0	0	0
CACHD1	2.95488	2.964	36.82683	45.724	19.85184
CACNA1B	0	0	0	0	0
CACNA1C	2832.10457	2594.46137	2097.13436	1263.85486	1884.09139000001
CACNA1C-IT1	0	0	0	0	0
CACNA1C-IT2	0.87528	0	0	0	0
CACNA1C-IT3	121.08582	49.43152	7.8743	14.54347	34.16615
CACNA1D	626.29762	804.30406	262.28385	448.54763	435.824120000001
CACNA1E	16.20764	101.3194	21.13784	16.69457	16.7384
CACNA1G	11062.83536	13477.90715	6742.68758999998	8967.44819000001	9654.53038000004
CACNA1H	5928.33346	2736.07751	1961.81748	2147.58579	3105.00789
CACNA1I	135.90828	65.81974	371.02148	514.3442	395.88576
CACNA2D3	621.9723	804.04076	524.59569	551.27419	592.70857
CACNB2	4.43232	3.4086	0	0	3.3672
CACNB3	9.73	1.50176	16.66116	0.11066	8.18864
CACNG1	13.4665	11.0489	29.41575	16.57452	29.88807
CACNG3	4.05073	3.32462	17.99372	1.40888	12.68308
CACNG4	64.16238	67.3613	64.17846	70.7286	95.48096
CACNG5	0.07776	0.75088	0	1.9133	0.07808
CACNG6	0	0	0	1.52912	5.91456
CACNG7	116.92362	44.11268	122.46411	84.07267	44.6873
CACNG8	12.5365	7.62242	5.55722	4.62124	10.74576
CACTIN-AS1	0.7393	0.54834	0	0	0.35624
CACYBP	2961.20022	2761.00731	1624.11424	1057.01647	1024.87269
CAD	768.49053	406.49907	1781.30194	2866.22887	2150.04978
CADM2	397.24546	625.26152	12.87559	25.84056	18.16336
CADM3	26.39537	2.57374	37.15597	0	11.18984
CALB2	0.53946	4.11996	0	1.14684	0.91744
CALCB	2.21844	0	0	0	0
CALCOCO2	0.73872	0.20748	7.764	13.54415	0
CALCP	0	0	0	0	0
CALD1	0	0	0	0	0
CALHM4	360.69655	195.44936	10.84018	40.47288	52.84552
CALHM5	1038.38	623.1556	72.258	77.0982	90.10428
CALHM6	10.77733	10.06278	0	0	0
CALM1	0	0	0	0	0
CALM1P1	0	0	0	0	0
CALM2P1	54.2301	43.1838	59.1682	61.8923	53.5632
CALM2P2	58.7429	83.1419	87.011	94.2103	83.7537
CALM3	2785.59805	1253.77806	1006.20456	827.5548	980.42014
CALML3	0	0	0	0	0
CALML6	25.89481	9.45022	29.08737	28.26781	15.38664
CALR	0	0	0	0	0
CALU	0	0	0	0	0
CAMK1D	75.0987	91.76642	94.1852	105.2714	53.24124
CAMK1G	0	8.56102	0	0.95067	3.94304
CAMK4	396.43295	225.86195	474.28762	242.6855	262.9056
CAMKMT	9.72151	4.21876	13.22653	6.81209	8.1984
CAMLG	0	0	0	0	0
CAMP	0	0	0	0	0.74176
CAMSAP2	27.72546	319.71563	20.98448	12.76011	15.18656
CAMSAP3	0	0	0	0	0
CAMTA1	2033.1756	2020.10002	4851.74065	3098.32819	2684.0836
CAMTA1-IT1	0.94833	0	0.45188	1.28896	0
CAND1	144.29673	11.92022	4.50949	6.88084	0.28304
CAND2	0	0	0	0	2.22528
CANX	0	0	0	0	0
CAP1	66956.19192	33006.14624	28847.04242	15883.56488	15828.77076
CAP2	532.2116	777.10016	166.92912	175.25361	297.84807
CAPN1	1.79032	17.00348	0	3.75238	0.20008
CAPN10	75.10612	6.08114	0	0	6.90032
CAPN11	0.45198	6.5949	0.67757	2.85704	2.94752
CAPN15	0.2673	0.85956	0.93815	8.86125	1.05896
CAPN2	19218.20524	9821.63496	5644.16821	3635.80412	5169.97852
CAPN3	3.3534	9.61818	7.80839	2.28514	8.53024
CAPN5	163.61138	287.60023	38.94184	38.79985	45.01312
CAPN7	2.83486	0.91884	5.29734	19.77919	12.30736
CAPN9	59.22474	67.22352	0	0	0
CAPNS1	1174.3709	842.93576	471.25983	478.38963	547.586480000001
CAPNS1P1	0	0.6669	1.29656	0	0
CAPNS2	0	0	0	0	0
CAPRIN1	0	10.77414	0	0	1.5616
CAPS	7.75768	23.79598	5.23284	10.25598	26.2544
CAPZA1	15530.58723	11324.32322	10408.39159	10099.81944	7472.48554
CAPZA2	0	0	0	0	0
CAPZA3	0	0	0	0	0
CARD14	1.4145	0	0	0	0
CARD19	1835.79383	1225.08986	2223.74399	1294.34502	1220.65856
CARD6	0.70056	0	0.50713	0.06036	0.83448
CARD8-AS1	0	0.80028	0.64761	1.14684	0.74176
CARF	2806.3057	2482.356	3804.17911	3831.79556	3515.53239
CARM1	2.69483	3.11714	1.11186	1.52461	2.4644
CARMIL1	514.43602	431.3097	745.83371	1219.92122	979.41801
CARMIL2	0	0.29146	1.67418	0	0
CARMIL3	1.7253	3.26534	0	0	1.49328
CARMN	383.59953	226.04267	169.43694	529.68717	437.73773
CARNS1	10103.77604	8817.808	10833.36306	9653.06768	8722.75996
CARS-AS1	0	0	0	0	0
CARSP1	0	0	0	0	0
CARTPT	0	0	0	0	0
CASC15	322.21943	408.26031	458.73346	878.07538	979.87464
CASC18	0	0	0	0	0
CASC2	0.73872	0	0	0	0
CASC20	53.526	64.4668	47.5842	20.0207	42.6287
CASC22	3.70457	1.42272	0.2556	0	0
CASC3	1476.75937	1949.28452	3087.62456	4107.09318	4509.78152
CASC4	167.45317	167.84576	149.67197	110.02159	107.88132
CASD1	69.59321	66.47306	66.47881	39.72785	35.80144
CASK-AS1	8.59791	1.41284	0	0.76505	1.73728
CASP10	0	0	0	0.18611	1.47376
CASP14	0	0	0	0	0
CASP16P	24.06417	0	0	0	0
CASP2	0	1.50176	0	0	0
CASP7	1468.67594	1067.16164	374.18821	419.28668	403.07419
CASP8	5.73345	0	0	0	0
CASP8AP2	866.44466	787.86108	205.08884	319.6036	449.731
CASQ1	13.92768	23.86885	36.8345	63.63778	44.67325
CASR	1.85652	0	0	0	0.366
CASS4	10.98321	0	2.96628	1.52912	2.96704
CAST	11414.76891	20410.32318	10643.61155	17883.00477	15236.5162
CASTOR2	0	0	0	0	0
CAT	1.10808	0	0	3.32299	1.74704
CATIP	56.73316	49.1666	19.39277	9.78928	38.81064
CATSPER3	0	0	0	0	0
CATSPER4	0	0	0	0.55833	0
CATSPERD	0	0	0	0	0
CATSPERE	314.85669	505.79934	314.19452	194.5441	139.43136
CATSPERG	9.17865	91.48386	0	9.41785	24.5952
CATSPERZ	0	0	0	0	0
CAV1	1472.22407	1009.67602	71.15951	170.30257	364.4451
CAV2	176.35705	175.47716	6.3048	6.27623	25.10272
CAV3	127.75959	123.0513	19.48552	25.49975	53.42274
CAVIN4	0	0	0	0	0
CBFA2T2	6.06304	0	0	1.7605	0
CBFB	39.56791	54.9075	63.27273	56.03943	56.00776
CBL	88.27698	84.40204	15.09798	19.46589	20.7156
CBLC	26344.07204	19969.23513	33438.98766	14736.61999	18736.01014
CBLL1	1018.04845	1230.07969	5348.35149	4736.09947	3865.14476
CBLL2	0	0	0	0	0
CBR1	791.39493	556.4875	281.56413	179.69021	122.85997
CBR3	118.5035	76.9593	55.45551	41.29463	41.70278
CBWD2	3.1306	2.31686	0	0	0
CBWD3	0	2.43048	1.04917	2.77656	0.32696
CBWD5	13.55256	1.4326	0	0.6036	0
CBX1P3	0	0	0	0	0
CBX1P4	0	0	0	0	0
CBX1P5	0	0	0	0	0
CBX2	1.10884	0	0	0	0
CBX3	5.02851	6.46152	0.02556	0.37222	0
CBX3P1	101.194	115.217	134.725	201.204	157.312
CBX3P8	0.73872	0	0	0	0
CBY1	0.25279	0	0	0	0
CC2D1A	85.51047	152.62058	36.3127	67.49403	52.13792
CC2D2A	706.34958	474.361	898.68309	1107.34884	898.618030000001
CC2D2B	0	0	0	0	0
CCAR1	0	0	8.21328	0	0
CCAR2	0	0.63232	0	0.7545	0
CCAT2	0	0	0	0	0
CCDC102B	0	0.31616	0.49416	0	0
CCDC103	12.34481	4.4954	0.3195	4.38037	4.18704
CCDC105	0	0	0	0	0
CCDC106	0	0	0	0	0
CCDC107	0	0	0	0	0
CCDC113	130.35221	167.61555	2.62024	129.63746	75.0788
CCDC116	4.28696	7.87436	3.21954	1.43858	1.08336
CCDC117	60.34253	24.98449	53.60334	82.07738	77.36072
CCDC120	0	0.50388	0	0	0
CCDC124	0	0	0	0	0
CCDC126	43.72598	54.05244	0.64785	3.8244	9.75512
CCDC13-AS1	81.7461	57.8042	50.6471	38.86804	35.5589
CCDC130	19600.6498	40200.3756	19034.28843	30138.0289	30142.845
CCDC134	12.6397	4.63372	0.84348	6	4.27488
CCDC136	0	0	0	0	0
CCDC137	0	1.34368	0	0	0
CCDC138	124.05054	229.14163	331.44769	589.3936	466.12695
CCDC140	1.47744	0	0	0	0
CCDC144A	15.24122	67.38425	1.6188	3.82379	0.74176
CCDC144CP	1.47744	1.1856	0	0	0.72224
CCDC144NL-AS1	723.36531	617.94848	570.24089	643.4203	672.023400000001
CCDC146	1.83834	1.6549	0.20022	0.78005	0
CCDC148-AS1	0.03402	0.92872	1.03572	0.21147	0.0732
CCDC15	0	0	0	0	0
CCDC150	5.56825	4.66336	0	0	0
CCDC152	54.58757	49.09554	53.36928	65.73033	53.14874
CCDC155	3.99492	0	0	0	0
CCDC157	0	0	1.29504	0	0
CCDC159	1.12266	0	0	4.97086	6.06584
CCDC160	0	0	0	0	0
CCDC162P	267.59203	166.9139	180.68256	237.76112	225.15982
CCDC170	233.91934	214.29031	69.29069	132.87643	130.56568
CCDC171	939.9428	614.15994	1057.51198	1476.9281	1265.39819
CCDC172	306.2971	388.2982	261.007	453.6321	476.6372
CCDC174	0	0	1.32968	0	0
CCDC18	4447.5397	3889.69949	4834.01607	3276.68476	2247.42627
CCDC180	368.81258	282.10759	662.62928	825.40336	759.58088
CCDC183	0	0	0	0	0
CCDC184	1.38594	0	0	2.2952	0
CCDC185	0	0	0	0	0
CCDC192	0	0	0	0	0
CCDC196	0	2.47494	0.852	0.76456	0
CCDC197	0	0.4693	0	0	0
CCDC22	0	0	1.77348	0	0
CCDC24	522.76473	337.87957	332.96693	319.92854	196.68037
CCDC27	68.49388	63.23868	105.91954	46.28924	53.57244
CCDC28A	0	0	0	0	0
CCDC28B	640.05674	483.66969	298.46121	750.4578	725.3994
CCDC30	1343.62501	851.96851	694.21663	441.32603	385.037920000001
CCDC33	176.50628	264.70954	18.39027	43.31011	14.4448
CCDC34P1	0	0	0	0	0
CCDC36	0.73872	0	5.27151	2.64701	0
CCDC39-AS1	3.79802	9.52292	7.51065	10.9705	8.5116
CCDC40	1.0206	0	0	0	0
CCDC50	0.20412	0.75088	0	0	0
CCDC54	0.73872	6.00704	2.59175	4.38854	0.74176
CCDC58P3	2.95647	1.36344	0	0	0
CCDC60	0	0	0	0.38228	8.69616
CCDC61	59.0353	57.14008	69.94238	146.38157	96.14606
CCDC62	0	0	0.8094	0.82492	0.60512
CCDC63	2513.6398	2210.2063	2217.1693	3458.0134	2213.5409
CCDC65	2.21616	0.37544	0	2.08395	0
CCDC66	69.51508	10.52714	37.34257	12.23225	17.3484
CCDC7	362.71721	424.5655	214.31184	251.13216	202.17209
CCDC70	35.58995	17.98549	22.14596	29.40612	22.09222
CCDC74A	0	0	0	0	0
CCDC77	0	0.5928	0	0	0
CCDC81	367.51242	423.8743	1200.2994	1704.5584	1357.5845
CCDC83	1.82748	0	0	0	0
CCDC84	311.5189	324.57692	377.021	705.70946	359.08716
CCDC85A	1.05489	0	1.29637	2.28534	2.22528
CCDC85B	0	0	0	0	0
CCDC86	0	0	0	0	0
CCDC88B	0	0.8645	0.39192	0	1.84464
CCDC9	25.04229	46.5329	26.4414	16.42826	22.47728
CCDC91	1642.09485	742.46866	1672.75347	2491.32315	3170.70156
CCDC97	0.28188	0	0	0.76005	0
CCIN	253.201	155.623	279.555	182.695	267.943
CCKBR	30.82399	19.17058	8.44408	7.70101	5.87552
CCL11	0	0	0	0	0
CCL13	0	0	0	0	0
CCL17	0	0	0	0	0
CCL18	1191.82876	899.25616	520.3261	333.67243	242.50384
CCL2	1.68156	0.37544	2.64359	0	0.36112
CCL20	0	0	3.1311	0	1.29808
CCL22	0.44758	0	0	0	0
CCL25	0	0	0	0	0
CCL4	0	1.86732	7.03508	13.75978	32.92048
CCL4L2	10.96435	6.13548	8.23998	14.55599	57.42296
CCL7	0	0	0	0	0
CCL8	0	0	0	0	0
CCM2	115.45069	70.79499	10.93415	5.93918	18.52448
CCM2L	1128.18014	608.80831	901.11663	1135.93854	1330.20349
CCNA1	43.37213	86.01754	92.68044	68.30675	62.89257
CCNB1	0	0	0	0	0
CCNB1IP1P1	3.45712	0	0.97204	0	0.10248
CCNB2	0	0	0	0	0
CCNB3	0	1.54128	1.3206	11.28456	3.13296
CCND1	0.0729	0	0	0	0
CCND2	0	0	0	0	0
CCND2P1	0	0	0	0	0
CCND3P2	0	0	0.57936	0	0
CCNDBP1	138.88226	37.70702	8.41535	9.61714	31.78344
CCNE1	0	0	0	0	0
CCNF	22.78361	62.9554	8.64974	2.72187	2.80112
CCNG1	0	0	0	0	0
CCNG1P1	0	0	0	0	0
CCNG2	238.51887	223.57297	132.49949	57.14709	71.23412
CCNI2	0	0	0	0	0
CCNJ	0	0	0.45582	1.54542	2.84016
CCNJP2	22.7608	54.3172	53.0783	65.3611	74.9847
CCNK	0	0	0	0	0
CCNQP1	0	1.50176	0	1.14725	0
CCNQP3	36.4166	25.8765	61.1208	80.4249	104.941
CCNT2	0	0	0	0	0
CCNY	702.93988	620.65085	214.2163	124.90903	157.72866
CCNYL1	186.37095	170.46169	271.3703	265.78783	348.4425
CCNYL3	5.75338	4.43551	1.17243	0.80525	4.8556
CCP110	11.38209	24.07756	7.51294	9.27217	23.69728
CCR2	633.8937	300.32626	247.70753	174.68452	228.5297
CCR3	53.43745	111.89748	132.86052	138.56603	150.28452
CCR4	70.70798	84.61256	36.16079	101.34696	153.8658
CCR5	98.54845	103.66279	109.53476	74.56779	69.5303
CCR6	0	0	0	1.9114	0
CCR8	1613.49039	1178.0422	2988.40972	1845.92117	1600.08389
CCR9	33.96128	18.2286	118.65709	294.48911	322.79254
CCRL1P1	0	0	0	0	0
CCRL2	193.17592	97.72764	188.8722	69.93565	101.45998
CCS	0	0	0.64828	0	0
CCSER1	693.78214	1309.437	1412.57029	1270.2561	1170.2317
CCSER2	286.98318	529.61729	131.91253	240.63038	315.8867
CCT2	0	0	0	0	0
CCT4P2	0.0972	0	1.71356	0.89534	1.11264
CCT5	435.43073	268.61103	95.90368	73.75086	121.678
CCT5P1	0	0	0	0	0
CCT5P2	0	0	0	0	0
CCT6A	0	0	0	0	0
CCT6P1	1.10808	0	0	0	0
CCT6P3	531.31912	321.39945	216.83171	356.21778	332.46426
CCT6P4	0	0	0	0	0
CCT7	0	0	0	0	0
CCT7P1	2.90167	0.75088	1.94338	5.6711	7.35904
CCT8L1P	0	0	0	0	0
CCZ1	21.64989	26.12272	12.78823	17.99486	25.5712
CD101	121.49047	135.94562	14.16638	1.32878	19.99824
CD109	0	0	0	0.56839	0.79056
CD151	1120.25483	549.81964	645.11684	1160.16421	1251.58121
CD160	285.24647	402.86703	203.07375	200.98268	138.25776
CD177	37.03903	37.52316	85.26804	93.20188	123.85978
CD19	2002.01562	1017.96706	113.97136	237.41994	490.20359
CD1A	5.44201	4.1002	59.05851	24.37968	16.70912
CD1C	202.83243	50.48384	235.50577	74.03493	102.44545
CD1D	207.4031	333.59156	369.52275	230.13321	179.93349
CD1E	24.60773	81.91248	0	0	9.96984
CD2	275.1042	266.7723	0	0	0.73688
CD200	0	0	0	0	0
CD22	308.15537	338.95355	97.0293499999999	252.74985	254.76528
CD24P2	0	0	0	0	0
CD27	3.5153	0.75088	0.64752	0	0
CD274	0	0	0	0	0
CD276	0	0	0.0213	0	0
CD28	271.28096	239.17206	2.59224	9.8581	10.0772
CD2AP	0	0	0	0	0
CD300A	0	2.13408	0	0	0
CD300LG	311.09097	233.73836	53.18832	93.23297	162.48995
CD33	526.99094	503.97448	467.50379	824.3168	717.16668
CD36	20.6206	15.01266	961.96416	270.55177	487.14056
CD37	0	17.72472	3.02886	0	0
CD38	221.66112	228.95316	389.34775	733.10128	788.11987
CD3E	2.13354	0	0	0	0
CD3EAP	50.07111	45.66524	47.98975	46.74051	96.18976
CD3G	0	0	0	0	0
CD4	1287.76707	965.28753	1351.23472	1755.02426	1812.89704
CD40	4.4387	4.48552	11.1332	0.76983	0
CD40LG	0	0	0	0	0
CD44	12505.50056	12339.58883	23802.89858	30655.9231	25170.3389
CD46	50085.41426	35446.22921	35260.0406	20738.91662	18630.65981
CD46P1	0	0	0.32376	0.4024	0.37088
CD5	3.01397	5.36484	0	0	1.71288
CD52	21860.8857	14961.2602	20321.7964	10565.8195	14796.7844
CD53	28427.633	15640.6689	17832.5044	10526.80674	11018.9762
CD55	34895.78804	30900.86046	96794.23004	83989.4601999999	67103.1054
CD6	0	0	0	0	0
CD68	1.19556	0	0	0.33198	0
CD79A	25.05523	17.51724	9.26243	4.65185	6.08536
CD81	4011.22968	2472.78218	1990.19339	1856.80237	2053.18198
CD82	7.33852	10.28014	0.3412	17.66825	3.41112
CD83	0.61722	0	1.278	3.03904	2.40096
CD86	3.48203	0	3.29531	18.58848	12.09264
CD8B2	0	0	0	0	0.33672
CD9	58.7876	41.28299	27.66391	11.72495	21.80436
CD96	1842.574	1688.88675	565.66866	1575.1921	1038.10078
CD99	0	0	0	0	0
CD99P1	14.63826	11.73744	12.94586	14.27642	10.82872
CDA	19.36988	64.1657	0	2.88417	16.8848
CDADC1	0	0	0.07668	0	0
CDC123	416.96171	449.42487	272.34202	318.35087	392.48426
CDC14A	6227.02559999999	6794.76985	13151.3615	10170.69033	9363.36512
CDC14C	0.73883	0	2.68543	1.53004	0
CDC16	0	0	0	0.9054	3.66
CDC20	40.04313	57.939	105.78771	142.73561	193.92617
CDC20P1	111.812	87.7115	24.3703	34.4961	48.5479
CDC25B	395.53751	268.17137	329.59531	134.1299	181.32805
CDC27P1	0	0	0	0	0
CDC27P3	0	0	0	0	0
CDC34	0	0	0.37503	2.31529	4.9776
CDC37L1	0	0	0	0	0
CDC37P2	47.0377	57.0881	12.24709	13.17418	18.23172
CDC40	715.41183	441.24491	93.55078	196.99547	255.36618
CDC42	47833.6512	40218.6639	88382.4756	46784.3006	41724.6303
CDC42-IT1	223.8805	208.4703	234.5234	630.297	606.804
CDC42EP1	399.98832	287.34264	475.20302	325.05877	218.71369
CDC42EP2	4.43506	0	3.08302	0	0.35136
CDC42EP3P1	0	0	0	0	0
CDC42P3	0	0	0	0	0
CDC42P4	74.5876	38.2299	103.716	160.921	117.01
CDC42SE2	0	0	0	0	0
CDC45	1549.27589	1184.84069	2024.39885	2743.25973	2418.57898
CDC5L	2.86319	1.50176	0.22152	0.73511	0.32696
CDC6	5170.2498	4948.44218	612.17203	350.21134	430.99118
CDC7	548.47913	454.6124	274.17978	210.40801	177.73112
CDC73	22009.30182	16587.37269	16784.08862	9797.24715	10569.86854
CDCA2	839.73982	611.08354	1259.94024	2050.97499	1737.17667
CDCA4P1	0	0	0	0	0
CDCA4P3	0	0	1.28803	0	0
CDCA4P4	56.1906	49.7532	36.5901	31.9305	32.7525
CDCA7	206.1944	534.88364	45.41527	44.38226	51.79144
CDCA8	53.92016	34.8517	21.36188	9.21156	20.30568
CDH1	6.21116	6.18982	0.24737	13.88653	0
CDH12P3	0	0	0	0	0
CDH12P4	15.1299	63.168	4.8938	14.5807	10.3603
CDH13	295.46046	774.0188	33.39355	358.30608	203.65139
CDH15	644.46943	175.12053	780.4929	552.30769	567.21
CDH18-AS1	0	0	0	0	0
CDH20	1.39584	0	0	0	0.46848
CDH23	17.11298	6.00704	1.55064	0	0
CDH26	0	0	0	0	0
CDH3	0.36936	0.97812	0	2.6274	0
CDH4	465.86129	595.29698	200.20713	202.38982	306.08997
CDH5	290.08144	468.47782	82.24679	110.4526	126.9067
CDH6	749.27928	913.37365	510.94776	929.21204	901.5518
CDH7	3.22704	2.23782	0	0.38228	1.10776
CDHR1	691.21308	509.62269	1416.58643	1212.04064	962.81098
CDHR2	0.10206	2.03034	1.94484	0	0
CDHR3	0	0	0.7668	0	0.0488
CDIPTOSP	0	0	0	0	0
CDK1	3.65276	0	0	0	0
CDK10	1582.22516	1138.61689	572.5817	1188.78871	1295.85232
CDK12	384.37751	297.80976	651.79124	609.07158	665.59665
CDK13	7535.34836	3837.39728	3453.95864	3143.2566	2363.72774
CDK14	728.61469	1517.78392	1038.82154	1383.23685	1441.79932
CDK15	695.64101	493.21428	426.62226	358.01774	359.01569
CDK16	24.38199	31.01826	3.83532	6.92816	1.01504
CDK18	69.22007	60.8064599999999	191.69129	182.66353	84.1897599999999
CDK2	0	0	0.32376	0	0.6344
CDK2AP2P1	1.52162	0	0	0	0
CDK2AP2P2	8.40395	1.22512	0	1.91292	0
CDK3	0	0	0	0	0
CDK4P1	0	0	0	0	0
CDK5P1	0	0	0	0	0
CDK5R1	1.28436	2.1489	0.32376	0.26659	3.72832
CDK5R2	0.73872	4.60408	0	0	0.13664
CDK5RAP3	0	0	0	0	0
CDK7	0	0	0	0	0
CDK8	4.6616	5.36978	4.53952	12.98306	5.82184
CDK8P2	2.69366	2.35638	1.21126	1.0112	4.21632
CDK9	0	0	0	0	0
CDKAL1	307.69508	213.49802	140.37161	233.04665	313.99418
CDKL5	0.8118	0	0	0	0
CDKN1A	0	0	0.86904	0	0
CDKN1B	0	0	0.28968	0	0
CDKN2A-DT	0.5838	0	0	0.37222	0
CDKN2AIP	0.35964	0	0	0	0
CDKN2B-AS1	3528.53272	3012.37757	4924.18639	7460.54594	6961.90476000001
CDKN2C	38.30071	25.71764	70.82249	47.93242	64.26954
CDKN3	13.41956	39.4963	22.93656	25.97542	20.2032
CDR2L	0	0	0	0	0
CDRT15L2	0	0	0	0	0
CDRT15P1	0.91863	0	0.32376	1.12784	1.42496
CDRT15P2	0	0	0.58834	0	0.35136
CDRT7	0	0	0	0	0
CDS1	15.06982	18.76096	18.61994	17.73228	24.43426
CDS2	3.86433	0	0	0	0
CDT1	657.31847	550.80442	660.90105	579.86131	481.05188
CDV3	0	0	0	0	0
CDV3P1	142.639	263.657	220.539	207.155	204.81
CDX1	91.92652	116.06591	119.25168	105.25339	166.21386
CDX4	0	0	0	0	0
CDY1	63.20845	22.11636	1.27816	0	0
CDY11P	69.768	105.7602	35.1404	47.6126	61.1956
CDY12P	429.698	467.168	526.25	1143.71	1099.3
CDY14P	0.73872	3.74946	0	0	1.45424
CDY18P	0	0	0	0.04024	0
CDY20P	14.02562	5.51798	0	0	1.32736
CDY22P	29.9082	114.995	25.4302	14.2222	18.1357
CDY2A	0	0	0.64752	0	0.74176
CDY5P	0	0	0	0	0
CDY7P	0	0	0	0	0
CDY8P	0	0	0	0	0
CDYL	0	0	0	0	0
CEACAM16	8.71822	7.19758	1.17596	6.492	7.93976
CEACAM18	167.27691	173.28228	104.98264	208.92185	218.05979
CEACAM19	91.55045	47.64136	31.69839	104.82069	120.54153
CEACAM21	582.51824	302.12486	88.01399	218.36361	233.22583
CEACAM3	23.25727	25.93994	7.36006	8.20805	9.16464
CEACAM5	48.42621	11.29284	17.55138	7.95243	15.38176
CEACAM6	9.73358	3.82356	1.32988	5.57632	4.31392
CEACAMP3	77.82182	67.14961	16.52187	52.70197	67.29556
CEACAMP5	58.63631	31.54651	50.47698	26.01406	33.43658
CEBPA-DT	2.58103	1.62032	1.94408	2.86857	1.38104
CEBPB	0	0	0	0	0
CEBPG	1.5309	6.00704	0.15354	0	0
CEBPZOS	1.47816	188.73489	0	0	0
CECR2	1163.10683	1529.87719	95.40338	157.94375	134.03884
CECR7	219.68374	184.97485	211.82544	106.55251	133.9999
CECR9	0	0	0	0	0
CEL	0	0	0	0	0
CELA2A	4.77877	3.97176	10.61597	19.19852	35.75588
CELA2B	36.37549	29.25776	41.04389	30.77427	81.36269
CELA3A	0	0	0	0.06036	0.13664
CELA3B	0	0	0	0	0
CELF2	472.60989	485.83016	867.75924	761.79113	796.92511
CELF5	296.21136	0	0.94572	0	2.15696
CELP	0	0	0	0	0
CELSR2	70.28178	23.5638	111.1001	27.2945	49.9614
CEMIP	3.32424	5.6316	13.39308	24.78291	24.05855
CEND1P1	0	0	0	0	0
CENPA	340.35413	171.44178	158.62464	196.00017	224.34542
CENPBD1P1	0	2.68736	0	0.76456	0
CENPCP1	4.43488	23.5635	9.27977	14.5812	7.01744
CENPF	47.86882	89.70392	504.91848	241.02804	124.78648
CENPH	0	0	0	0	0
CENPI	2.23636	1.66972	2.04684	0	2.07888
CENPIP1	212.73379	192.51191	227.33742	368.69569	356.56676
CENPN	0	0	0	0	0
CENPO	287.76544	527.60501	623.74477	1112.04596	1646.58271
CENPP	251.29382	359.59712	194.3535	258.08225	246.04528
CENPQ	0.73872	0	0	0	0
CENPS	137.38831	89.77262	428.73193	256.78829	231.95214
CENPS-CORT	99.73172	61.22379	314.64221	192.08987	193.74434
CENPUP1	1920.083	3551.405	1846.693	2744.225	2834.165
CENPVL1	6.40436	29.4979	16.4173	37.9803	45.0988
CENPW	0	0	0	0	0
CEP126	0	0	0	0	0
CEP135	0	0.42484	0.07668	0	0.2928
CEP164	844.42118	873.93239	877.22426	985.6379	912.07278
CEP170B	2.01387	0	0	0	0
CEP170P1	0	0.9386	0	0.31186	0
CEP192	0	0.15808	0	0	0
CEP250	851.64266	979.93957	309.79198	341.38677	385.626380000001
CEP295	82.2388	46.75524	17.67691	30.83889	44.52229
CEP350	23697.61111	20151.41037	34107.71682	16057.68725	11024.86318
CEP44	2668.35865	1991.10721	436.49584	757.25526	919.2218
CEP55	3.46288	3.43824	3.39662	11.8188	7.99832
CEP57	0	5.20182	1.30438	0	0.60512
CEP57L1	15701.87117	10259.91596	19461.97548	16600.69828	15252.1649
CEP57L1P1	0	0	0	0.30683	1.42984
CEP63	0	0	0	0	0
CEP68	191.0626	105.7435	84.54329	249.16588	153.68252
CEP72	51.8178	9.78462	8.34578	7.96484	5.71011
CEP78	1.29276	0	1.29229	0	0
CEP83-DT	70.0614	78.5252	90.6327	106.111	78.8106
CEP85	2268.69326	1548.33283	1638.76237	1004.25549	1178.48195
CEP95	0.34992	2.20818	0	5.3845	0.44896
CEP97	0	0.22724	0.37062	0	0
CEPT1	17730.47978	14501.67741	15958.10729	9917.08743	8617.96606
CERCAM	0	0	0	0	0
CERNA1	2.51266	0.70148	0	0	0
CERNA3	0	0	0	0	0
CERS3-AS1	73.87821	139.7555	93.71631	141.03363	171.24681
CERS4	4.38858	0	0	4.7325	5.71448
CERS6	6.37	1.93648	0	0.94564	1.10288
CES1P1	0	0	0	0	0
CES1P2	1.41085	0	0	0	0
CES2	6332.50727	10403.9	12319.8744	14710.3256	11335.8365
CES3	3931.6562	6122.82941	5996.80773	6075.7749	5300.68022
CES4A	1485.64161	1309.5367	2791.95565	1774.61638	2551.15902
CETN1	0	0	0	0	0
CETP	0.69984	0	0	0	0
CFAP100	0	0	0	0	0
CFAP157	0	0	0	0	0
CFAP161	0.73897	0	0	0	0
CFAP206	14.14175	15.76354	7.15216	4.49887	0
CFAP221	4.84297	8.58572	0.56298	1.29853	6.51968
CFAP299	0	1.40296	9.12656	2.65758	2.27896
CFAP300	0	0	0	0	0
CFAP36	0	0	0	0	0
